DefaultURL,PreRenderURL,IsSame,FoundInPreRender,Pre_PageTitle,Pre_H1,Pre_H2,Pre_MetaDescription,Pre_MetaKeyWord,DeltaLoadTime,HasMissingInfo,MergeInformation
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=11,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=12,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=13,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=14,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=15,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=16,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/lmi-804-0181_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&department=Pro-Video&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc&underwater-housing=Sony-NX80,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/Pro-Video/type/General-Accessories/underwater-housing/Blackmagic-Production-Camera-4K,https://www.backscatter.com/department/Pro-Video/type/General-Accessories/underwater-housing/Blackmagic-Production-Camera-4K,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/ITEM_IMAGES/ike-2172_1.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/sn-fdrax100-b_7.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/Pro-Video/product-category/Batteries--AND--Chargers/underwater-housing/Blackmagic-Pocket-Cinema,https://www.backscatter.com/department/Pro-Video/product-category/Batteries--AND--Chargers/underwater-housing/Blackmagic-Pocket-Cinema,True,True,"Underwater Housing for Pro Video, Batteries &amp; Chargers, Blackmagic Pocket Cinema - Backscatter","Underwater Housing for Pro Video, Batteries &amp; Chargers, Blackmagic Pocket Cinema - Backscatter",,"Underwater Housing for Pro Video, Batteries &amp; Chargers, Blackmagic Pocket Cinema - Backscatter","Underwater Housing for Pro Video, Batteries &amp; Chargers, Blackmagic Pocket Cinema - Backscatter",0,True,"
Smaller H2"
https://www.backscatter.com/ITEM_IMAGES/ike-4061_3.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Nauticam&c=685074&country=US&currency=USD&department=SLR&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=24&pricelevel=5&product-category=Extension-Rings&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/bs-tg4-bundle-red_3.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Isotta-Nikon-D810-Underwater-Housing-no-bulkheads,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/rt-white-diff_1.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/is-gh4_7.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Nikon&c=685074&conceptual-category=Best-Underwater-Cameras&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc&underwater-housing=Nikon-D7500,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Subal-Zoom-Gear-for-Sigma-18-50mm-28-EX-macro,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/na-17906_3.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ol-202292_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Ikelite/department/SLR/type/Lens-Adaptors,https://www.backscatter.com/brand/Ikelite/department/SLR/type/Lens-Adaptors,True,True,"Backscatter Underwater Ikelite, SLR, type: Lens Adaptors - Backscatter","Backscatter Underwater Ikelite, SLR, type: Lens Adaptors - Backscatter",,"Backscatter Underwater Ikelite, SLR, type: Lens Adaptors","Backscatter Underwater Ikelite, SLR, type: Lens Adaptors",0,True,"
Smaller H2"
https://www.backscatter.com/ITEM_IMAGES/ol-v6300640u000_6.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/Panasonic-8mm-f3-5-Lens,https://www.backscatter.com/Panasonic-8mm-f3-5-Lens,True,True,Panasonic Lumix G Micro 4/3 FISHEYE 8mm f/3.5 Lens - Backscatter,Panasonic Lumix G Micro 4/3 FISHEYE 8mm f/3.5 Lens,,"The LUMIX G FISHEYE 8mm / F3.5 offers a diagonal angle of view of 180-degree, bringing an distinctive perspective and unique deformation effect. It gives not only photos but also movies an extraordinary view to add an impressive scene to the story even for TV contents, films and web movies.",Panasonic Lumix G Micro 4/3 FISHEYE 8mm f/3.5 Lens,0,True,"
Smaller H2
Smaller MetaKeyword1"
https://www.backscatter.com/ITEM_IMAGES/na-17708_5.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/Recsea-WHC-G15-Housing-O-ring-Set,https://www.backscatter.com/Recsea-WHC-G15-Housing-O-ring-Set,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?brand=AOI&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Extension-Rings&sort=custitem_bs_popularity%3Adesc&underwater-housing=Olympus-OM~D-E~M1,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ol-v6300670u000_4.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Hama/product-category/Maintenance-Parts--AND--Tools,https://www.backscatter.com/brand/Hama/product-category/Maintenance-Parts--AND--Tools,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?brand=Aquatica&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=48&pricelevel=5&sort=custitem_bs_popularity%3Adesc&type=Zoom-Gears&underwater-housing=,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=AOI&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Extension-Rings&sort=custitem_bs_popularity%3Adesc&underwater-housing=Olympus-OM~D-E~M5,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Duracell&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Aquatica&c=685074&country=US&currency=USD&department=Lighting&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=24&pricelevel=5&sort=custitem_bs_popularity%3Adesc&underwater-housing=,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/na-17902_8_1.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Nauticam&c=685074&country=US&currency=USD&department=Hardware&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Maintenance-Parts--AND--Tools&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/shd-mon-502-kit1_2.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Nauticam-O-ring-Set-for-D90D7000D7000V60D600D650D,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Subal/department/SLR/product-category/Packages,https://www.backscatter.com/brand/Subal/department/SLR/product-category/Packages,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?brand=Kraken&c=685074&country=US&currency=USD&department=Hardware&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Packages&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ike-71706_03.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/lmi-850-0273_1.jpg?resizeid=3&resizeh=250&resizew=250,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/Nightsea-Barrier-Filter-Thread-on-Type-49mm,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/SLR/product-category/Accessories,https://www.backscatter.com/brand/Nauticam/department/SLR/product-category/Accessories,True,True,"Backscatter Underwater Nauticam, SLR, Accessories - Backscatter","Backscatter Underwater Nauticam, SLR, Accessories - Backscatter",,"Backscatter Underwater Nauticam, SLR, Accessories","Backscatter Underwater Nauticam, SLR, Accessories",0,True,"
Smaller H2"
https://www.backscatter.com/Keldan-LUNA-4-and-LUNA-8-Screw-Battery-Cap-include,https://www.backscatter.com/Keldan-LUNA-4-and-LUNA-8-Screw-Battery-Cap-include,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/ITEM_IMAGES/rt-lsd-creative_1.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/Mirrorless?page=10,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&department=Pro-Video&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Housings&sort=custitem_bs_popularity%3Adesc&underwater-housing=Panasonic-GH5s,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Inon/product-category/Accessories/type/Fiber-Optic-Mount-Kits,https://www.backscatter.com/brand/Inon/product-category/Accessories/type/Fiber-Optic-Mount-Kits,True,True,"Backscatter Underwater Inon, Accessories, type: Fiber Optic Mount Kits - Backscatter","Backscatter Underwater Inon, Accessories, type: Fiber Optic Mount Kits - Backscatter",,"Backscatter Underwater Inon, Accessories, type: Fiber Optic Mount Kits","Backscatter Underwater Inon, Accessories, type: Fiber Optic Mount Kits",0,True,"
Smaller H2"
https://www.backscatter.com/ITEM_IMAGES/st-slpme-80_1.jpg?resizeid=3&resizeh=250&resizew=250,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Retra&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Diffusers&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Ikelite-Auxiliary-Mount-with-1-Ball,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Isotta-A7II-Sony-a7II-a7RII-a7SII-Underwater-Housing,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/na-16203_1.jpg?resizeid=3&resizeh=250&resizew=250,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Fantasea&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Batteries--AND--Chargers&sort=custitem_bs_popularity%3Adesc&type=Chargers,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/su-430904f_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Light-Monkey/department/Travel-Gear/type/Surface-Markers,https://www.backscatter.com/brand/Light-Monkey/department/Travel-Gear/type/Surface-Markers,True,True,"Backscatter Underwater Light Monkey, Travel Gear, type: Surface Markers - Backscatter","Backscatter Underwater Light Monkey, Travel Gear, type: Surface Markers - Backscatter",,"Backscatter Underwater Light Monkey, Travel Gear, type: Surface Markers","Backscatter Underwater Light Monkey, Travel Gear, type: Surface Markers",0,True,"
Smaller H2"
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&department=SLR&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Housings&sort=custitem_bs_popularity%3Adesc&underwater-housing=Nikon-D850,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/conceptual-category/Best-Underwater-Cameras/product-category/Housings/underwater-housing/Canon-1DX-II,https://www.backscatter.com/conceptual-category/Best-Underwater-Cameras/product-category/Housings/underwater-housing/Canon-1DX-II,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=144&pricelevel=5&product-category=Maintenance-Parts--AND--Tools&q=O-rings&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Nauticam-NA-S120-Canon-S120-Underwater-Housing,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Dive--AND--See&c=685074&country=US&currency=USD&department=Compact&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc&underwater-housing=,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/Compact/product-category/Accessories/type/General-Accessories?keywords=anti-fog,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ike-5509.22_2.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/bs-gobe850-pkg_1.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/na-17222_9.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/product-category/Maintenance-Parts--AND--Tools/type/O~Rings?keywords=o-ring%20grease,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/is-gh4_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/is-gh4_3.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Xit-404&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Maintenance-Parts--AND--Tools&sort=custitem_bs_popularity%3Adesc&type=Knobs,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=48&pricelevel=5&sort=custitem_bs_popularity%3Adesc&type=Wide-Angle-Lenses,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/GoPro/underwater-housing/Nikon-Keymission-360,https://www.backscatter.com/department/GoPro/underwater-housing/Nikon-Keymission-360,True,True,"Underwater Housing for GoPro, Nikon Keymission 360 - Backscatter","Underwater Housing for GoPro, Nikon Keymission 360 - Backscatter",,"Underwater Housing for GoPro, Nikon Keymission 360 - Backscatter","Underwater Housing for GoPro, Nikon Keymission 360 - Backscatter",0,True,"
Smaller H2"
https://www.backscatter.com/brand/Onderwaterhuis/type/Diffusers/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/rs-whc-g16_9.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Nauticam-C2880f3.5V-Z-Zoom-Gear-Canon-EF-28-80mm-V-USM-Lens,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ss-30117_1.jpg,https://www.backscatter.com/ITEM_IMAGES/ss-30117_1.jpg,True,True,,,,,,0,False,
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&department=Compact&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Cameras&sort=custitem_bs_popularity%3Adesc&underwater-housing=Nikon-Keymission-360,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/product-category/Dome--AND--Flat-Ports/type/Zoom-Gears/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/cn-6351b001_2.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Ikelite&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc&underwater-housing=Sony-a6500,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/Backscatter-Ikelite-Inon-Viewfinder-Adapter,https://www.backscatter.com/Backscatter-Ikelite-Inon-Viewfinder-Adapter,True,True,Backscatter Custom Adapter for Inon Viewfinder on an Ikelite Underwater Housing - Backscatter,Backscatter Custom Adapter for Inon Viewfinder on an Ikelite Underwater Housing,,Backscatter Custom Adapter for Inon Viewfinder on an Ikelite Underwater Housing,Backscatter Custom Adapter for Inon Viewfinder on an Ikelite Underwater Housing,0,True,"
Smaller H2
Smaller MetaKeyword1"
https://www.backscatter.com/ITEM_IMAGES/na-17216_1.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Fantasea&c=685074&country=US&currency=USD&department=Hardware&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Tripods&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/SLR/underwater-housing/Canon-Rebel-T6i-750D,https://www.backscatter.com/department/SLR/underwater-housing/Canon-Rebel-T6i-750D,True,True,"Underwater Housing for SLR, Canon Rebel T6i 750D - Backscatter","Underwater Housing for SLR, Canon Rebel T6i 750D - Backscatter",,"Underwater Housing for SLR, Canon Rebel T6i 750D - Backscatter","Underwater Housing for SLR, Canon Rebel T6i 750D - Backscatter",0,True,"
Smaller H2"
https://www.backscatter.com/conceptual-category/Best-Underwater-Cameras/department/SLR/underwater-housing/Nikon-D5,https://www.backscatter.com/conceptual-category/Best-Underwater-Cameras/department/SLR/underwater-housing/Nikon-D5,True,True,"Underwater Housing for conceptual-category: Best Underwater Cameras, SLR, Nikon D5 - Backscatter","Underwater Housing for conceptual-category: Best Underwater Cameras, SLR, Nikon D5 - Backscatter",,"Underwater Housing for conceptual-category: Best Underwater Cameras, SLR, Nikon D5 - Backscatter","Underwater Housing for conceptual-category: Best Underwater Cameras, SLR, Nikon D5 - Backscatter",0,True,"
Smaller H2"
https://www.backscatter.com/ITEM_IMAGES/na-17906_11.jpg?resizeid=7&resizeh=1000&resizew=1000,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/product-category/Monitors/type/Viewfinders/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Ikelite&c=685074&country=US&currency=USD&department=Pro-Video&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&sort=custitem_bs_popularity%3Adesc&type=O~Rings,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/kt-100-0010-00_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/department/SLR/type/Telephoto-Lenses/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/product-category/Accessories/type/Spare-Light-Heads/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/na-36131_2.jpg?resizeid=6&resizeh=600&resizew=600,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ike-5510.54_1.jpg?resizeid=3&resizeh=250&resizew=250,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/Ikelite-Aluminum-Top-Handle-for-DSLR-Systems,https://www.backscatter.com/Ikelite-Aluminum-Top-Handle-for-DSLR-Systems,True,True,Ikelite Aluminum Top Handle for Digital and DSLR Housings - Backscatter,Ikelite Aluminum Top Handle for Digital and DSLR Housings,,"Span your dual tray and arm system with this versatile top handle. The unique slotted ball arm doubles as both a handle and a mounting location for additional lighting, or a 67mm threaded lens holder. Works with dual trays for Compact Digital or DSLR housings with two lighting arms attached.",Ikelite Aluminum Top Handle for Digital and DSLR Housings,0,True,"
Smaller H2
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&fieldset=details&include=facets&language=en&n=2&pricelevel=5&url=Aquatica-1-ball-lower-post-w-2-5mm-screws-for-most,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/ITEM_IMAGES/ol-261503_1.jpg,https://www.backscatter.com/ITEM_IMAGES/ol-261503_1.jpg,True,True,,,,,,0,False,
https://www.backscatter.com/brand/Subal/product-category/Extension-Rings?page=2,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/product-category/Remote-Cables/type/Bulkheads/underwater-housing/,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/brand/Nauticam/department/SLR/type/Gear-Adaptors,https://www.backscatter.com/brand/Nauticam/department/SLR/type/Gear-Adaptors,True,True,,,,,,0,True,"
Smaller Page Title
Smaller H1
Smaller H2
Smaller MetaDescription1
Smaller MetaKeyword1"
https://www.backscatter.com/api/items?brand=Xit-404&c=685074&country=US&currency=USD&department=Hardware&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Accessories&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?c=685074&country=US&currency=USD&department=Pro-Video&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=24&pricelevel=5&product-category=Maintenance-Parts--AND--Tools&sort=custitem_bs_popularity%3Adesc,,False,False,,,,,,0,True,Not Found
https://www.backscatter.com/api/items?brand=Nauticam&c=685074&country=US&currency=USD&discontinued=false&facet.exclude=custitem_bs_discontinued&fieldset=search&include=facets&language=en&limit=24&n=2&offset=0&pricelevel=5&product-category=Housings&sort=custitem_bs_popularity%3Adesc&underwater-housing=Canon-G7-X-MkII,,False,False,,,,,,0,True,Not Found
